"Age","Country","Edu","Title","CompSize","DSPeople","CompML","Compensation","YOE","RecPL","YOE_ML","DSCourse","PLNo","VisualNo","HardwareNo","CloudPlatformNo","DatabaseNo"
"35-39","United States of America","Doctoral degree","Data Scientist","0-49 employees","3-4","We have well established ML methods (i.e., models in production for more than 2 years)","150,000-199,999","10-20 years","SQL","4-5 years",2,3,2,1,1,1
"40-44","Australia","Master’s degree","Data Analyst","1000-9,999 employees","1-2","No (we do not use ML methods)","60,000-69,999","3-5 years","Python","3-4 years",2,3,3,1,1,4
"25-29","United States of America","Doctoral degree","Data Scientist","1000-9,999 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","125,000-149,999","1-2 years","Python","1-2 years",1,1,2,2,1,0
"25-29","India","Bachelor’s degree","Software Engineer","0-49 employees","1-2","We are exploring ML methods (and may one day put a model into production)","10,000-14,999","< 1 years","Python","1-2 years",4,2,4,2,2,2
"50-54","United States of America","Doctoral degree","Data Analyst","1000-9,999 employees","1-2","We are exploring ML methods (and may one day put a model into production)","100,000-124,999","10-20 years","Python","< 1 years",3,7,5,3,2,6
"25-29","India","Master’s degree","Data Scientist","0-49 employees","3-4","We are exploring ML methods (and may one day put a model into production)","4,000-4,999","3-5 years","Python","3-4 years",5,1,1,2,2,1
"40-44","Japan","Master’s degree","Other","> 10,000 employees","3-4","We recently started using ML methods (i.e., models in production for less than 2 years)","10,000-14,999","10-20 years","Python","2-3 years",1,1,2,1,0,0
"25-29","Japan","I prefer not to answer","Software Engineer","50-249 employees","0","No (we do not use ML methods)","3,000-3,999","< 1 years","Python","< 1 years",1,5,1,1,2,2
"25-29","South Africa","Bachelor’s degree","Data Engineer","0-49 employees","10-14","No (we do not use ML methods)","15,000-19,999","3-5 years","SQL","< 1 years",0,0,0,1,0,0
"40-44","Greece","Doctoral degree","Research Scientist","50-249 employees","1-2","We are exploring ML methods (and may one day put a model into production)","$0-999","1-2 years","Python","5-10 years",3,4,1,1,0,0
"25-29","India","Bachelor’s degree","Data Scientist","50-249 employees","3-4","We recently started using ML methods (i.e., models in production for less than 2 years)","2,000-2,999","5-10 years","Python","4-5 years",3,1,1,1,1,1
"30-34","Italy","Doctoral degree","Data Scientist","1000-9,999 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","50,000-59,999","5-10 years","Python","4-5 years",3,4,6,2,2,0
"45-49","Turkey","Master’s degree","Product/Project Manager","0-49 employees","1-2","No (we do not use ML methods)","20,000-24,999","3-5 years","Python","< 1 years",4,1,2,2,0,0
"22-24","China","Doctoral degree","Research Scientist","0-49 employees","10-14","We have well established ML methods (i.e., models in production for more than 2 years)","1,000-1,999","1-2 years","MATLAB","1-2 years",2,4,1,2,0,0
"40-44","Russia","I prefer not to answer","Business Analyst","1000-9,999 employees","3-4","We recently started using ML methods (i.e., models in production for less than 2 years)","100,000-124,999","3-5 years","Python","1-2 years",1,2,2,2,0,0
"22-24","Russia","Master’s degree","Research Scientist","0-49 employees","1-2","We recently started using ML methods (i.e., models in production for less than 2 years)","5,000-7,499","1-2 years","Python","< 1 years",0,4,1,2,0,2
"40-44","India","Master’s degree","Data Scientist","> 10,000 employees","1-2","We use ML methods for generating insights (but do not put working models into production)","1,000-1,999","1-2 years","Python","1-2 years",1,3,5,1,0,1
"30-34","India","Master’s degree","DBA/Database Engineer","250-999 employees","3-4","We are exploring ML methods (and may one day put a model into production)","3,000-3,999","3-5 years","C","2-3 years",1,3,1,1,1,2
"25-29","South Korea","Bachelor’s degree","Data Scientist","0-49 employees","20+","I do not know","30,000-39,999","1-2 years","R","1-2 years",1,2,1,1,0,0
"25-29","Nigeria","Master’s degree","Data Scientist","0-49 employees","0","I do not know","$0-999","1-2 years","Python","1-2 years",2,1,2,1,0,0
"35-39","India","Bachelor’s degree","Data Scientist","1000-9,999 employees","10-14","We recently started using ML methods (i.e., models in production for less than 2 years)","30,000-39,999","3-5 years","Python","3-4 years",1,2,1,1,1,1
"40-44","Russia","Master’s degree","Data Engineer","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","20,000-24,999","1-2 years","Python","1-2 years",2,5,1,2,0,0
"25-29","India","Professional degree","Other","> 10,000 employees","20+","We recently started using ML methods (i.e., models in production for less than 2 years)","20,000-24,999","5-10 years","Python","< 1 years",3,1,0,1,0,1
"35-39","Iran, Islamic Republic of...","Master’s degree","Data Engineer","1000-9,999 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","$0-999","< 1 years","Python","1-2 years",2,4,2,1,3,2
"40-44","Spain","Doctoral degree","Software Engineer","0-49 employees","1-2","We use ML methods for generating insights (but do not put working models into production)","20,000-24,999","1-2 years","Python","2-3 years",3,2,1,1,0,1
"22-24","Nigeria","Bachelor’s degree","Software Engineer","50-249 employees","3-4","We recently started using ML methods (i.e., models in production for less than 2 years)","15,000-19,999","3-5 years","Python","1-2 years",3,2,1,1,0,0
"40-44","India","Master’s degree","Research Scientist","50-249 employees","3-4","No (we do not use ML methods)","10,000-14,999","3-5 years","R","1-2 years",2,1,1,1,0,0
"35-39","Germany","Doctoral degree","Data Scientist","50-249 employees","3-4","We recently started using ML methods (i.e., models in production for less than 2 years)","80,000-89,999","10-20 years","Other","10-15 years",0,3,3,2,2,3
"25-29","South Korea","Bachelor’s degree","Software Engineer","> 10,000 employees","20+","We are exploring ML methods (and may one day put a model into production)","4,000-4,999","3-5 years","Python","< 1 years",0,3,2,2,2,3
"30-34","Germany","Master’s degree","Software Engineer","> 10,000 employees","1-2","We have well established ML methods (i.e., models in production for more than 2 years)","$0-999","3-5 years","Python","4-5 years",2,6,3,2,3,2
"30-34","Algeria","Doctoral degree","Data Scientist","50-249 employees","1-2","No (we do not use ML methods)","15,000-19,999","3-5 years","R","< 1 years",3,2,3,1,1,1
"60-69","Germany","Doctoral degree","Statistician","0-49 employees","1-2","We use ML methods for generating insights (but do not put working models into production)","> $500,000","20+ years","R","20+ years",2,4,1,1,0,0
"25-29","Kenya","Bachelor’s degree","Software Engineer","0-49 employees","5-9","We are exploring ML methods (and may one day put a model into production)","7,500-9,999","< 1 years","SQL","< 1 years",1,0,1,1,1,1
"30-34","Netherlands","Master’s degree","Data Scientist","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","90,000-99,999","5-10 years","Python","5-10 years",1,2,4,1,1,2
"25-29","Taiwan","Bachelor’s degree","Software Engineer","> 10,000 employees","0","I do not know","20,000-24,999","< 1 years","Python","< 1 years",3,2,3,2,0,0
"35-39","India","Doctoral degree","Data Analyst","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","30,000-39,999","5-10 years","Python","2-3 years",3,2,2,1,0,2
"25-29","Germany","Master’s degree","Statistician","1000-9,999 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","15,000-19,999","5-10 years","R","3-4 years",3,1,3,1,0,0
"45-49","Spain","Doctoral degree","Research Scientist","50-249 employees","0","We are exploring ML methods (and may one day put a model into production)","30,000-39,999","3-5 years","Python","< 1 years",3,1,1,2,0,0
"40-44","India","Master’s degree","Product/Project Manager","1000-9,999 employees","20+","We recently started using ML methods (i.e., models in production for less than 2 years)","70,000-79,999","10-20 years","Python","< 1 years",4,4,2,1,0,3
"25-29","Algeria","Doctoral degree","Data Analyst","1000-9,999 employees","15-19","We are exploring ML methods (and may one day put a model into production)","$0-999","1-2 years","R","1-2 years",1,2,2,1,3,3
"30-34","Netherlands","Master’s degree","Data Analyst","250-999 employees","5-9","We have well established ML methods (i.e., models in production for more than 2 years)","40,000-49,999","3-5 years","R","2-3 years",2,2,2,1,0,0
"45-49","Australia","Master’s degree","Data Analyst","0-49 employees","1-2","I do not know","30,000-39,999","1-2 years","Python","2-3 years",3,1,1,1,0,2
"25-29","Other","Master’s degree","Statistician","50-249 employees","20+","We recently started using ML methods (i.e., models in production for less than 2 years)","$0-999","1-2 years","Python","1-2 years",3,2,1,1,1,2
"30-34","Germany","Bachelor’s degree","Software Engineer","1000-9,999 employees","0","No (we do not use ML methods)","40,000-49,999","5-10 years","Python","< 1 years",0,0,0,2,0,0
"25-29","France","Master’s degree","Research Scientist","1000-9,999 employees","3-4","We recently started using ML methods (i.e., models in production for less than 2 years)","70,000-79,999","5-10 years","R","5-10 years",3,4,5,1,0,0
"50-54","Russia","I prefer not to answer","Software Engineer","1000-9,999 employees","3-4","No (we do not use ML methods)","40,000-49,999","1-2 years","Python","2-3 years",1,2,1,2,2,3
"40-44","Ukraine","I prefer not to answer","Research Scientist","250-999 employees","0","No (we do not use ML methods)","$0-999","< 1 years","Python","1-2 years",2,1,0,1,0,0
"60-69","Turkey","Master’s degree","Product/Project Manager","50-249 employees","1-2","We are exploring ML methods (and may one day put a model into production)","25,000-29,999","1-2 years","Python","< 1 years",1,1,0,1,0,1
"25-29","Turkey","Master’s degree","Data Scientist","50-249 employees","5-9","We have well established ML methods (i.e., models in production for more than 2 years)","20,000-24,999","3-5 years","Python","2-3 years",4,3,3,1,0,2
"25-29","Bangladesh","I prefer not to answer","Software Engineer","0-49 employees","0","We are exploring ML methods (and may one day put a model into production)","20,000-24,999","3-5 years","Python","< 1 years",6,6,2,1,5,3
"40-44","United Kingdom of Great Britain and Northern Ireland","Bachelor’s degree","Other","> 10,000 employees","1-2","We are exploring ML methods (and may one day put a model into production)","100,000-124,999","10-20 years","R","5-10 years",3,1,1,1,0,0
"35-39","Canada","Master’s degree","Product/Project Manager","50-249 employees","3-4","We are exploring ML methods (and may one day put a model into production)","90,000-99,999","5-10 years","Python","5-10 years",4,2,1,1,2,4
"22-24","Philippines","Master’s degree","Data Analyst","1000-9,999 employees","10-14","We are exploring ML methods (and may one day put a model into production)","$0-999","3-5 years","Python","1-2 years",1,2,2,1,1,2
"30-34","Japan","Master’s degree","Data Scientist","> 10,000 employees","20+","We use ML methods for generating insights (but do not put working models into production)","25,000-29,999","3-5 years","Python","2-3 years",0,5,2,2,2,2
"40-44","Thailand","Doctoral degree","Research Scientist","1000-9,999 employees","3-4","We are exploring ML methods (and may one day put a model into production)","20,000-24,999","1-2 years","Python","1-2 years",1,3,2,1,0,2
"22-24","Germany","Master’s degree","Data Engineer","50-249 employees","3-4","We are exploring ML methods (and may one day put a model into production)","10,000-14,999","< 1 years","Python","2-3 years",1,2,2,2,0,0
"55-59","Brazil","Master’s degree","Other","250-999 employees","0","We are exploring ML methods (and may one day put a model into production)","150,000-199,999","< 1 years","C++","< 1 years",1,1,1,1,0,0
"35-39","Argentina","Master’s degree","Data Scientist","1000-9,999 employees","5-9","We have well established ML methods (i.e., models in production for more than 2 years)","25,000-29,999","5-10 years","Python","3-4 years",1,1,8,2,2,3
"40-44","Japan","Bachelor’s degree","Product/Project Manager","> 10,000 employees","20+","We are exploring ML methods (and may one day put a model into production)","60,000-69,999","1-2 years","Python","1-2 years",1,1,1,1,1,1
"25-29","India","Bachelor’s degree","Data Scientist","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","30,000-39,999","3-5 years","Python","2-3 years",3,4,3,2,1,2
"30-34","Canada","Bachelor’s degree","Other","250-999 employees","3-4","We use ML methods for generating insights (but do not put working models into production)","50,000-59,999","3-5 years","Python","1-2 years",5,4,2,1,4,2
"35-39","India","Bachelor’s degree","Data Engineer","> 10,000 employees","3-4","We are exploring ML methods (and may one day put a model into production)","$0-999","3-5 years","Python","2-3 years",3,3,1,1,2,3
"25-29","United States of America","Master’s degree","Other","1000-9,999 employees","3-4","We are exploring ML methods (and may one day put a model into production)","100,000-124,999","5-10 years","Python","3-4 years",4,2,5,2,0,1
"35-39","United States of America","Master’s degree","Data Scientist","50-249 employees","10-14","We use ML methods for generating insights (but do not put working models into production)","80,000-89,999","5-10 years","Python","5-10 years",5,2,3,1,1,1
"30-34","United Kingdom of Great Britain and Northern Ireland","Master’s degree","Data Scientist","50-249 employees","5-9","We have well established ML methods (i.e., models in production for more than 2 years)","200,000-249,999","5-10 years","Python","1-2 years",1,3,2,1,1,1
"25-29","Nigeria","Bachelor’s degree","Research Scientist","0-49 employees","0","No (we do not use ML methods)","3,000-3,999","1-2 years","Python","1-2 years",7,1,4,1,0,0
"25-29","Nigeria","Bachelor’s degree","Data Analyst","> 10,000 employees","5-9","We recently started using ML methods (i.e., models in production for less than 2 years)","30,000-39,999","1-2 years","Python","< 1 years",1,2,0,1,0,0
"45-49","Italy","Professional degree","Software Engineer","0-49 employees","1-2","We are exploring ML methods (and may one day put a model into production)","40,000-49,999","< 1 years","C++","< 1 years",0,2,1,1,0,0
"25-29","France","Master’s degree","Data Scientist","50-249 employees","1-2","No (we do not use ML methods)","50,000-59,999","3-5 years","Python","3-4 years",2,2,2,1,1,0
"30-34","United States of America","Bachelor’s degree","Data Scientist","250-999 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","150,000-199,999","5-10 years","Python","5-10 years",3,3,2,1,1,1
"55-59","Japan","Some college/university study without earning a bachelor’s degree","Software Engineer","1000-9,999 employees","5-9","I do not know","80,000-89,999","1-2 years","Python","< 1 years",1,2,1,2,1,2
"25-29","India","Master’s degree","Data Scientist","> 10,000 employees","5-9","We recently started using ML methods (i.e., models in production for less than 2 years)","$0-999","1-2 years","Python","1-2 years",2,3,1,1,3,2
"30-34","United States of America","Master’s degree","Data Engineer","250-999 employees","3-4","No (we do not use ML methods)","100,000-124,999","5-10 years","Python","1-2 years",3,2,2,1,1,3
"25-29","Algeria","Master’s degree","Statistician","250-999 employees","0","No (we do not use ML methods)","3,000-3,999","1-2 years","R","1-2 years",1,3,4,1,0,0
"22-24","Other","Master’s degree","Software Engineer","250-999 employees","1-2","We use ML methods for generating insights (but do not put working models into production)","10,000-14,999","1-2 years","SQL","1-2 years",3,5,3,2,0,1
"50-54","United States of America","Bachelor’s degree","DBA/Database Engineer","50-249 employees","0","No (we do not use ML methods)","125,000-149,999","< 1 years","Python","< 1 years",4,1,0,1,2,2
"30-34","Argentina","Master’s degree","Data Scientist","0-49 employees","0","No (we do not use ML methods)","$0-999","1-2 years","R","1-2 years",1,1,3,2,0,0
"25-29","France","Master’s degree","Data Scientist","> 10,000 employees","1-2","We are exploring ML methods (and may one day put a model into production)","30,000-39,999","3-5 years","Python","1-2 years",1,2,2,1,0,0
"22-24","United Kingdom of Great Britain and Northern Ireland","Bachelor’s degree","Data Scientist","0-49 employees","1-2","We use ML methods for generating insights (but do not put working models into production)","40,000-49,999","3-5 years","Python","1-2 years",3,3,2,1,1,2
"25-29","Indonesia","Bachelor’s degree","Data Analyst","0-49 employees","0","No (we do not use ML methods)","$0-999","< 1 years","R","< 1 years",3,2,2,1,0,0
"22-24","United States of America","Master’s degree","Data Scientist","50-249 employees","20+","We recently started using ML methods (i.e., models in production for less than 2 years)","80,000-89,999","3-5 years","Python","1-2 years",3,2,3,1,0,0
"40-44","Mexico","Doctoral degree","Data Scientist","0-49 employees","3-4","We are exploring ML methods (and may one day put a model into production)","10,000-14,999","10-20 years","Other","< 1 years",1,5,3,2,0,0
"50-54","Italy","Bachelor’s degree","Other","> 10,000 employees","10-14","We recently started using ML methods (i.e., models in production for less than 2 years)","60,000-69,999","20+ years","Python","1-2 years",2,3,2,1,0,0
"30-34","India","Master’s degree","Product/Project Manager","> 10,000 employees","5-9","We recently started using ML methods (i.e., models in production for less than 2 years)","5,000-7,499","< 1 years","Python","< 1 years",4,2,0,1,3,2
"35-39","India","Master’s degree","Product/Project Manager","250-999 employees","15-19","We have well established ML methods (i.e., models in production for more than 2 years)","90,000-99,999","3-5 years","Python","2-3 years",1,3,1,1,1,5
"22-24","India","Bachelor’s degree","Data Scientist","50-249 employees","20+","We use ML methods for generating insights (but do not put working models into production)","10,000-14,999","3-5 years","Python","1-2 years",3,3,4,1,0,0
"35-39","Other","Master’s degree","Statistician","0-49 employees","1-2","No (we do not use ML methods)","$0-999","< 1 years","Python","1-2 years",3,2,1,1,0,1
"45-49","Thailand","Bachelor’s degree","Data Scientist","250-999 employees","3-4","We are exploring ML methods (and may one day put a model into production)","25,000-29,999","20+ years","Python","< 1 years",1,3,1,1,0,0
"25-29","Other","Bachelor’s degree","Data Analyst","1000-9,999 employees","10-14","I do not know","5,000-7,499","1-2 years","R","< 1 years",1,1,1,1,0,0
"35-39","Italy","Master’s degree","Data Scientist","0-49 employees","3-4","We have well established ML methods (i.e., models in production for more than 2 years)","40,000-49,999","10-20 years","Python","4-5 years",3,5,6,2,1,2
"25-29","Other","Doctoral degree","Data Scientist","0-49 employees","1-2","We use ML methods for generating insights (but do not put working models into production)","10,000-14,999","1-2 years","MATLAB","2-3 years",3,7,4,1,1,1
"25-29","Other","Bachelor’s degree","Data Analyst","0-49 employees","1-2","No (we do not use ML methods)","$0-999","1-2 years","Python","< 1 years",1,1,1,1,0,0
"25-29","India","Master’s degree","Data Analyst","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","20,000-24,999","3-5 years","SQL","2-3 years",4,1,1,1,0,1
"35-39","Argentina","Doctoral degree","Research Scientist","50-249 employees","3-4","We are exploring ML methods (and may one day put a model into production)","7,500-9,999","5-10 years","Python","< 1 years",1,2,3,2,0,0
"40-44","India","Master’s degree","Other","50-249 employees","0","I do not know","10,000-14,999","< 1 years","Python","1-2 years",2,1,1,1,0,0
"25-29","United States of America","Master’s degree","Data Scientist","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","100,000-124,999","1-2 years","Python","1-2 years",2,3,3,1,0,0
"60-69","Brazil","Doctoral degree","Other","0-49 employees","1-2","No (we do not use ML methods)","1,000-1,999","5-10 years","Python","2-3 years",2,1,2,2,0,1
"25-29","Other","Master’s degree","Product/Project Manager","250-999 employees","0","No (we do not use ML methods)","2,000-2,999","3-5 years","Python","< 1 years",3,3,1,1,2,2
"25-29","Czech Republic","Master’s degree","Data Analyst","1000-9,999 employees","20+","We use ML methods for generating insights (but do not put working models into production)","25,000-29,999","5-10 years","Python","1-2 years",1,1,3,1,0,0
"45-49","India","Master’s degree","Data Scientist","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","300,000-500,000","5-10 years","Python","5-10 years",5,3,3,1,1,0
"50-54","Israel","Master’s degree","Other","0-49 employees","1-2","We use ML methods for generating insights (but do not put working models into production)","125,000-149,999","20+ years","Python","5-10 years",3,5,4,3,3,7
"25-29","Other","Bachelor’s degree","Data Scientist","250-999 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","20,000-24,999","1-2 years","Python","1-2 years",2,3,3,1,2,0
"30-34","Turkey","Bachelor’s degree","Data Scientist","> 10,000 employees","1-2","No (we do not use ML methods)","10,000-14,999","< 1 years","Python","< 1 years",2,1,2,1,0,0
"30-34","Spain","Bachelor’s degree","Data Scientist","0-49 employees","1-2","We use ML methods for generating insights (but do not put working models into production)","50,000-59,999","5-10 years","R","5-10 years",2,3,3,1,2,2
"30-34","United States of America","Doctoral degree","Research Scientist","> 10,000 employees","20+","No (we do not use ML methods)","40,000-49,999","3-5 years","Python","1-2 years",2,3,2,1,0,1
"30-34","Italy","Master’s degree","Data Engineer","1000-9,999 employees","3-4","We recently started using ML methods (i.e., models in production for less than 2 years)","30,000-39,999","3-5 years","Python","3-4 years",0,4,1,1,1,2
"45-49","United States of America","Bachelor’s degree","Data Scientist","1000-9,999 employees","20+","We recently started using ML methods (i.e., models in production for less than 2 years)","200,000-249,999","20+ years","SQL","1-2 years",3,4,5,2,3,5
"45-49","United States of America","Master’s degree","Data Analyst","1000-9,999 employees","3-4","We have well established ML methods (i.e., models in production for more than 2 years)","200,000-249,999","10-20 years","Python","10-15 years",3,1,0,1,0,1
"25-29","India","Bachelor’s degree","Data Engineer","> 10,000 employees","10-14","I do not know","7,500-9,999","3-5 years","Python","< 1 years",3,2,2,1,1,2
"40-44","Nigeria","Bachelor’s degree","Product/Project Manager","0-49 employees","1-2","We are exploring ML methods (and may one day put a model into production)","10,000-14,999","3-5 years","Python","2-3 years",0,5,1,1,3,5
"40-44","Other","Master’s degree","Software Engineer","50-249 employees","1-2","We use ML methods for generating insights (but do not put working models into production)","25,000-29,999","3-5 years","Python","3-4 years",3,2,2,1,1,1
"35-39","India","Master’s degree","Research Scientist","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","30,000-39,999","1-2 years","R","1-2 years",7,3,2,1,2,6
"30-34","United States of America","Bachelor’s degree","Data Scientist","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","300,000-500,000","10-20 years","R","10-15 years",4,2,2,2,2,2
"25-29","India","Master’s degree","Data Scientist","0-49 employees","3-4","No (we do not use ML methods)","70,000-79,999","< 1 years","Python","< 1 years",3,1,2,1,0,2
"25-29","Norway","Master’s degree","Data Scientist","50-249 employees","1-2","We recently started using ML methods (i.e., models in production for less than 2 years)","60,000-69,999","3-5 years","Python","2-3 years",5,2,2,2,1,1
"45-49","United States of America","Master’s degree","Data Analyst","1000-9,999 employees","3-4","We are exploring ML methods (and may one day put a model into production)","80,000-89,999","< 1 years","Python","1-2 years",7,2,3,1,0,3
"25-29","Algeria","Doctoral degree","Data Analyst","1000-9,999 employees","10-14","We are exploring ML methods (and may one day put a model into production)","1,000-1,999","3-5 years","R","3-4 years",2,1,1,1,0,0
"40-44","Switzerland","Doctoral degree","Product/Project Manager","> 10,000 employees","20+","We recently started using ML methods (i.e., models in production for less than 2 years)","150,000-199,999","20+ years","Python","5-10 years",3,3,2,1,1,0
"22-24","France","Master’s degree","Data Analyst","1000-9,999 employees","3-4","We use ML methods for generating insights (but do not put working models into production)","30,000-39,999","3-5 years","Python","2-3 years",4,6,4,2,0,0
"30-34","Poland","Master’s degree","Data Analyst","> 10,000 employees","20+","We recently started using ML methods (i.e., models in production for less than 2 years)","40,000-49,999","5-10 years","SQL","2-3 years",4,3,3,1,1,1
"50-54","Colombia","Master’s degree","Research Scientist","50-249 employees","5-9","We recently started using ML methods (i.e., models in production for less than 2 years)","20,000-24,999","5-10 years","Python","3-4 years",4,3,4,1,0,0
"30-34","Spain","Master’s degree","Data Analyst","50-249 employees","1-2","We recently started using ML methods (i.e., models in production for less than 2 years)","3,000-3,999","1-2 years","SQL","1-2 years",1,1,1,1,1,1
"22-24","India","Bachelor’s degree","Other","0-49 employees","0","We are exploring ML methods (and may one day put a model into production)","$0-999","< 1 years","Python","< 1 years",1,3,1,1,0,0
"50-54","Canada","Doctoral degree","Data Scientist","50-249 employees","10-14","We have well established ML methods (i.e., models in production for more than 2 years)","125,000-149,999","20+ years","R","20+ years",2,2,1,1,0,2
"55-59","United States of America","Master’s degree","Data Engineer","50-249 employees","3-4","We recently started using ML methods (i.e., models in production for less than 2 years)","150,000-199,999","20+ years","R","20+ years",1,4,0,1,2,2
"30-34","Romania","Master’s degree","Data Scientist","1000-9,999 employees","3-4","No (we do not use ML methods)","30,000-39,999","1-2 years","Python","< 1 years",3,3,2,1,0,0
"50-54","Brazil","Master’s degree","Business Analyst","1000-9,999 employees","3-4","We are exploring ML methods (and may one day put a model into production)","20,000-24,999","20+ years","Python","3-4 years",6,2,3,1,0,1
"25-29","United States of America","Master’s degree","Data Scientist","1000-9,999 employees","3-4","We are exploring ML methods (and may one day put a model into production)","100,000-124,999","5-10 years","R","4-5 years",1,3,5,1,0,0
"35-39","United States of America","Master’s degree","Data Engineer","50-249 employees","0","We are exploring ML methods (and may one day put a model into production)","100,000-124,999","3-5 years","Python","< 1 years",2,6,1,1,0,0
"30-34","Iran, Islamic Republic of...","Master’s degree","Data Scientist","1000-9,999 employees","5-9","We are exploring ML methods (and may one day put a model into production)","$0-999","3-5 years","Python","1-2 years",2,1,0,1,0,0
"30-34","Spain","Professional degree","Data Scientist","250-999 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","50,000-59,999","3-5 years","Python","3-4 years",2,3,3,1,1,1
"35-39","Egypt","Master’s degree","Data Scientist","250-999 employees","3-4","We recently started using ML methods (i.e., models in production for less than 2 years)","40,000-49,999","20+ years","Python","3-4 years",3,6,3,2,0,0
"30-34","Spain","Doctoral degree","Research Scientist","0-49 employees","0","We recently started using ML methods (i.e., models in production for less than 2 years)","50,000-59,999","1-2 years","SQL","1-2 years",3,2,2,1,0,1
"35-39","Argentina","Master’s degree","Data Analyst","0-49 employees","5-9","I do not know","5,000-7,499","1-2 years","Python","1-2 years",2,3,1,1,0,2
"35-39","New Zealand","Doctoral degree","Research Scientist","250-999 employees","10-14","No (we do not use ML methods)","40,000-49,999","5-10 years","Python","3-4 years",3,5,3,1,0,0
"55-59","United States of America","Master’s degree","Data Scientist","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","100,000-124,999","20+ years","R","5-10 years",0,2,2,2,1,1
"30-34","Pakistan","Bachelor’s degree","Data Analyst","50-249 employees","10-14","I do not know","5,000-7,499","< 1 years","SQL","< 1 years",1,3,1,1,0,0
"30-34","Other","Professional degree","Data Analyst","250-999 employees","5-9","We are exploring ML methods (and may one day put a model into production)","7,500-9,999","1-2 years","R","< 1 years",5,1,1,1,1,3
"30-34","Japan","Master’s degree","Data Scientist","50-249 employees","1-2","We use ML methods for generating insights (but do not put working models into production)","$0-999","3-5 years","Python","2-3 years",1,1,3,2,0,0
"30-34","United States of America","Master’s degree","Software Engineer","1000-9,999 employees","5-9","We are exploring ML methods (and may one day put a model into production)","100,000-124,999","1-2 years","Python","1-2 years",1,5,1,1,0,0
"30-34","Iran, Islamic Republic of...","Master’s degree","Data Scientist","0-49 employees","0","No (we do not use ML methods)","$0-999","3-5 years","R","1-2 years",0,1,1,1,0,0
"40-44","United States of America","Doctoral degree","Data Scientist","250-999 employees","5-9","We have well established ML methods (i.e., models in production for more than 2 years)","150,000-199,999","10-20 years","Python","5-10 years",0,4,3,1,1,3
"45-49","Australia","Bachelor’s degree","Other","250-999 employees","3-4","We recently started using ML methods (i.e., models in production for less than 2 years)","80,000-89,999","1-2 years","Python","2-3 years",3,2,3,1,0,0
"35-39","United States of America","Doctoral degree","Research Scientist","> 10,000 employees","20+","We have well established ML methods (i.e., models in production for more than 2 years)","300,000-500,000","20+ years","Python","3-4 years",1,1,2,1,1,3
"30-34","Japan","Bachelor’s degree","Data Scientist","50-249 employees","5-9","We recently started using ML methods (i.e., models in production for less than 2 years)","60,000-69,999","3-5 years","Python","1-2 years",0,1,3,2,1,1
"30-34","United States of America","Master’s degree","Data Analyst","> 10,000 employees","20+","We use ML methods for generating insights (but do not put working models into production)","90,000-99,999","3-5 years","SQL","1-2 years",4,2,1,2,1,1
"40-44","United States of America","Doctoral degree","Data Scientist","250-999 employees","1-2","We recently started using ML methods (i.e., models in production for less than 2 years)","125,000-149,999","10-20 years","Python","5-10 years",5,3,5,2,1,2
"40-44","Morocco","Master’s degree","Other","50-249 employees","0","No (we do not use ML methods)","10,000-14,999","10-20 years","Python","< 1 years",0,0,0,1,0,0
"22-24","Singapore","Master’s degree","Data Analyst","> 10,000 employees","5-9","We recently started using ML methods (i.e., models in production for less than 2 years)","30,000-39,999","3-5 years","Python","1-2 years",4,2,3,2,0,0
"30-34","United States of America","Master’s degree","Software Engineer","50-249 employees","3-4","We recently started using ML methods (i.e., models in production for less than 2 years)","60,000-69,999","1-2 years","SQL","1-2 years",3,4,2,1,1,3
"22-24","Portugal","Master’s degree","Data Scientist","1000-9,999 employees","15-19","We recently started using ML methods (i.e., models in production for less than 2 years)","15,000-19,999","3-5 years","Python","2-3 years",4,2,1,2,0,0
"30-34","China","Master’s degree","Software Engineer","> 10,000 employees","1-2","I do not know","$0-999","< 1 years","Python","< 1 years",0,1,0,1,1,1
"40-44","United States of America","Master’s degree","Other","> 10,000 employees","20+","I do not know","125,000-149,999","1-2 years","Python","< 1 years",1,1,2,2,0,0
